Site,Good,Bad,State,Bad Tags
smithfield/wells/well_6;SMITHFIELD_S_SMF_JF_4H,22,1,Close,
Pad Total (smithfield):287
sparger/pad;RH_SPARGER_NTG_HR,55,9,Needs work,
sparger/wells/well_1;RH_SPARGER_E_NTG_HR_7H,37,1,Close,
sparger/wells/well_2;RH_SPARGER_E_NTG_HR_5H,31,7,Needs work,
sparger/wells/well_3;RH_SPARGER_W_NTG_HR_3H,29,9,Needs work,
sparger/wells/well_4;RH_SPARGER_W_NTG_HR_1H,29,9,Needs work,
Pad Total (sparger):241
sport/pad;SPORT_WYN_JF,48,1,Close,
sport/wells/well_1;SPORT_E_WYN_JF_3H,31,13,Needs work,
sport/wells/well_2;SPORT_W_WYN_JF_1H,14,28,Needs work,
Pad Total (sport):145
sproull/pad;RHF_SPROULL_NTG_HR,57,15,Needs work,
sproull/wells/well_1;RHF_SPROULL_NTG_HR_1H,36,4,Close,
sproull/wells/well_2;RHF_SPROULL_NTG_HR_3H,33,7,Needs work,
sproull/wells/well_3;RHF_SPROULL_NTG_HR_5H,33,7,Needs work,
sproull/wells/well_4;RHF_SPROULL_NTG_HR_7H,33,7,Needs work,
sproull/wells/well_5;RHF_SPROULL_NTG_HR_9H,12,28,Needs work,
Pad Total (sproull):298
stella/pad;STELLA_MDS_GR,26,0,Unable to Process!
stella/wells/well_1;STELLA_SW_MDS_GR_2H,0,0,Unable to Process!
stella/wells/well_2;STELLA_SW_MDS_GR_4H,0,0,Unable to Process!
stella/wells/well_3;STELLA_SE_MDS_GR_6H,0,0,Unable to Process!
stella/wells/well_4;STELLA_SE_MDS_GR_8H,0,0,Unable to Process!
Pad Total (stella):26
stone/pad;STONE_CRC_JF,66,42,Needs work,
stone/wells/well_1;STONE_SE_CRC_JF_6H,34,4,Close,
stone/wells/well_2;STONE_NE_CRC_JF_5H,24,12,Needs work,
stone/wells/well_3;STONE_NW_CRC_JF_1H,29,7,Needs work,
stone/wells/well_4;SMITH_UNIT_1,40,0,Unable to Process!
stone/wells/well_5;STONE_SW_CRC_JF_2H,49,0,Unable to Process!
stone/wells/well_6;STONE_S_CRC_JF_4H-A,49,0,Unable to Process!
stone/wells/well_7;STONE_E_CRC_JF_8H,49,0,Unable to Process!
stone/wells/well_8;STONE_NE_CRC_JF_7H,70,0,Unable to Process!
Pad Total (stone):495
tanner/pad;TANNER_WYN_JF,46,4,Close,
tanner/wells/well_1;TANNER_WYN_JF_4H,34,4,Close,
tanner/wells/well_2;TANNER_WYN_JF_2H,24,15,Needs work,
Pad Total (tanner):137
tarbert/pad;RH_TARBERT_MRF_HR,57,28,Needs work,
tarbert/wells/well_1;RH_TARBERT_MRF_HR_1H,32,8,Needs work,
tarbert/wells/well_2;RH_TARBERT_MRF_HR_3H,32,8,Needs work,
tarbert/wells/well_3;RH_TARBERT_MRF_HR_5H,32,8,Needs work,
Pad Total (tarbert):220
tarpley/pad;TARPLEY_OXF_GR,61,0,Perfect!,
tarpley/wells/well_1;TARPLEY_OXF_GR_1H,43,1,Close,
tarpley/wells/well_2;TARPLEY_OXF_GR_3H,35,13,Needs work,
tarpley/wells/well_3;TARPLEY_OXF_GR_5H,27,21,Needs work,
Pad Total (tarpley):216
thomas/pad;THOMAS_LND_GR,77,4,Close,
thomas/wells/well_1;THOMAS_S_LND_GR_6H,26,0,Perfect!,
thomas/wells/well_2;THOMAS_NE_LND_GR_5H,21,13,Needs work,
thomas/wells/well_3;THOMAS_S_LND_GR_4H,17,9,Needs work,
thomas/wells/well_4;THOMAS_NW_LND_GR_3H,17,17,Needs work,
thomas/wells/well_5;THOMAS_S_LND_GR_2H,2,24,Needs work,
thomas/wells/well_6;THOMAS_NW_LND_GR_1H,0,34,Failed!,
Pad Total (thomas):291
thompson/pad;THOMPSON_SMF_JF,46,2,Close,
thompson/wells/well_1;THOMPSON_W_SMF_JF_1H,33,2,Close,
thompson/wells/well_2;THOMPSON_W_SMF_JF_3H,28,7,Needs work,
thompson/wells/well_3;THOMPSON_E_SMF_JF_5H,28,7,Needs work,
Pad Total (thompson):168
three_dads/pad;THREE_DADS_RCH_BL,44,2,Close,
three_dads/wells/well_1;THREE_DADS_RCH_BL_2H,36,7,Needs work,
three_dads/wells/well_2;THREE_DADS_RCH_BL_4H,26,25,Needs work,
three_dads/wells/well_3;EARLEY-ROSE_RCH_BL_6H,27,10,Needs work,
Pad Total (three_dads):195
triplett/pad;TRIPLETT_FRK_HR,73,24,Needs work,
triplett/wells/well_1;TRIPLETT_N_FRK_HR_1H,31,9,Needs work,
triplett/wells/well_2;TRIPLETT_S_FRK_HR_2H,26,14,Needs work,
triplett/wells/well_3;TRIPLETT_N_FRK_HR_3H,29,9,Needs work,
triplett/wells/well_4;TRIPLETT_S_FRK_HR_4H,29,11,Needs work,
triplett/wells/well_5;TRIPLETT_N_FRK_HR_5H,29,11,Needs work,
triplett/wells/well_6;TRIPLETT_S_FRK_HR_6H,29,11,Needs work,
Pad Total (triplett):365
troyer/pad;TROYER_LND_GR,65,6,Needs work,
troyer/wells/well_1;TROYER_E_LND_GR_7H,23,2,Close,
troyer/wells/well_2;TROYER_W_LND_GR_5H,23,2,Close,
troyer/wells/well_3;TROYER_W_LND_GR_1H,23,3,Close,
troyer/wells/well_4;TROYER_W_LND_GR_3H,25,2,Close,
troyer/wells/well_5;TROYER_E_LND_GR_9H,7,2,Close,
troyer/wells/well_6;TROYER_E_LND_GR_11H,7,2,Close,
Pad Total (troyer):212
truchan/pad;TRUCHAN_NE_WHL_BL,55,12,Needs work,
truchan/wells/well_1;TRUCHAN_NW_WHL_BL_5H,30,10,Needs work,
truchan/wells/well_2;TRUCHAN_SW_WHL_BL_6H,29,11,Needs work,
truchan/wells/well_3;TRUCHAN_NE_WHL_BL_1H,30,10,Needs work,
Pad Total (truchan):202
truchan_nw/pad;TRUCHAN_NW_WHL_BL,63,16,Needs work,
truchan_nw/wells/well_1;TRUCHAN_SW_WHL_BL_4H,33,2,Close,
truchan_nw/wells/well_2;TRUCHAN_SW_WHL_BL_2H,29,7,Needs work,
truchan_nw/wells/well_3;TRUCHAN_NW_WHL_BL_3H,29,7,Needs work,
truchan_nw/wells/well_4;TRUCHAN_NW_WHL_BL_1H,26,9,Needs work,
Pad Total (truchan_nw):246
una/pad;UNA_SHC_HR,120,0,Unable to Process!
una/wells/well_1;UNA_E_SHC_HR_13H,52,0,Unable to Process!
una/wells/well_2;UNA_NE_SHC_HR_11H,53,0,Unable to Process!
una/wells/well_3;UNA_SHC_HR_9H,47,0,Unable to Process!
una/wells/well_4;UNA_C_SHC_HR_7H,0,0,Unable to Process!
Pad Total (una):272
vannelle/pad;VANNELLE_WHL_BL,93,8,Needs work,
vannelle/wells/well_1;VANNELLE_SE_WHL_BL_6H,26,12,Needs work,
vannelle/wells/well_2;VANNELLE_S_WHL_BL_4H,21,16,Needs work,
vannelle/wells/well_3;VANNELLE_SW_WHL_BL_2H,21,16,Needs work,
vannelle/wells/well_4;VANNELLE_NE_WHL_BL_5H,61,0,Unable to Process!
vannelle/wells/well_5;VANNELLE_N_WHL_BL_3H,62,0,Unable to Process!
vannelle/wells/well_6;VANNELLE_NW_WHL_BL_1H,62,0,Unable to Process!
Pad Total (vannelle):414
victor/pad;VICTOR_WRN_BL,0,0,Unable to Process!
victor/wells/well_1;VICTOR_NE_WRN_BL_7H,0,0,Unable to Process!
victor/wells/well_2;VICTOR_NE_WRN_BL_5H,0,0,Unable to Process!
victor/wells/well_3;VICTOR_NW_WRN_BL_3H,0,0,Unable to Process!
victor/wells/well_4;VICTOR_NW_WRN_BL_1H,0,0,Unable to Process!
Pad Total (victor):0
victoria/pad;VICTORIA_ATH_HR,91,5,Needs work,
victoria/wells/well_1;VICTORIA_W_ATH_HR_2H,43,3,Close,
victoria/wells/well_2;VICTORIA_S_ATH_HR_4H,33,15,Needs work,
victoria/wells/well_3;VICTORIA_S_ATH_HR_6H,27,23,Needs work,
victoria/wells/well_4;VICTORIA_E_ATH_HR_8H,27,21,Needs work,
victoria/wells/well_5;VICTORIA_E_ATH_HR_10H,0,46,Failed!,
Pad Total (victoria):364
vincent/pad;VINCENT_MTP_JF,50,1,Close,
vincent/wells/well_1;VINCENT_E_MTP_JF_3H,37,4,Close,
vincent/wells/well_2;VINCENT_E_MTP_JF_5H,30,11,Needs work,
Pad Total (vincent):145
violet/pad;VIOLET,12,17,Needs work,
violet/wells/well_1;VIOLET_UNIT_5H,23,2,Close,
Pad Total (violet):54
wagler/pad;WAGLER_LND_GR,13,1,Close,
wagler/wells/well_1;WAGLER_1H,0,17,Unable to Process!
wagler/wells/well_2;WAGLER_LND_GR_2H,0,7,Failed!,
Pad Total (wagler):21
waldo/pad;WALDO_MNR_GR,85,3,Close,
waldo/wells/well_1;WALDO_E_MNR_GR_6H,49,2,Close,
Pad Total (waldo):146
wampum/pad;WAMPUM_RCH_GR,65,18,Needs work,
wampum/wells/well_1;WAMPUM_RCH_GR_5H,37,14,Needs work,
wampum/wells/well_2;WAMPUM_RCH_GR_3H,32,20,Needs work,
wampum/wells/well_3;WAMPUM_RCH_GR_1H,31,21,Needs work,
Pad Total (wampum):268
warren_a/pad;AXLE_WRN_BL,36,8,Needs work,
warren_a/wells/well_1;AXLE_WRN_BL_9H,20,0,Perfect!,
warren_a/wells/well_2;AXLE_WRN_BL_1H,20,0,Perfect!,
warren_a/wells/well_3;AXLE_WRN_BL_3H,20,0,Perfect!,
warren_a/wells/well_4;AXLE_WRN_BL_5H,20,0,Perfect!,
warren_a/wells/well_5;AXLE_WRN_BL_7H,20,0,Perfect!,
Pad Total (warren_a):144
wassmann/pad;WASSMANN,39,7,Needs work,
wassmann/wells/well_1;WASSMANN_UNIT_B_5H,24,7,Needs work,
wassmann/wells/well_2;WASSMANN_UNIT_A_6H,24,7,Needs work,
wassmann/wells/well_3;WASSMANN_A_PLT_BL_1H,32,7,Needs work,
wassmann/wells/well_4;WASSMANN_B_PLT_BL_4H,35,5,Needs work,
wassmann/wells/well_5;WASSMANN_B_PLT_BL_2H,33,7,Needs work,
Pad Total (wassmann):227
watson/pad;WATSON_MLW_GR,75,2,Close,
watson/wells/well_1;WATSON_W_MLW_GR_5H,44,17,Needs work,
watson/wells/well_2;WATSON_W_MLW_GR_3H,42,29,Needs work,
watson/wells/well_3;WATSON_W_MLW_GR_1H,35,37,Needs work,
watson/wells/well_4;WATSON_E_MLW_GR_7H,30,30,Needs work,
watson/wells/well_5;WATSON_E_MLW_GR_9H,24,37,Needs work,
watson/wells/well_6;WATSON_E_MLW_GR_11H,7,55,Needs work,
Pad Total (watson):536
wayne/pad;NAC_B_WYN_JF,99,12,Needs work,
wayne/wells/well_1;NAC_GAS_UNIT_B_3H-3,42,30,Needs work,
wayne/wells/well_2;NAC_B_WYN_JF_5H,42,31,Needs work,
wayne/wells/well_3;NAC_B_WYN_JF_3H,59,13,Needs work,
wayne/wells/well_4;NAC_B_WYN_JF_1H,33,7,Needs work,
wayne/wells/well_5;PUGGLE_W_WYN_JF_2H,42,0,Unable to Process!
wayne/wells/well_6;PUGGLE_E_WYN_JF_4H,44,0,Unable to Process!
wayne/wells/well_7;PUGGLE_E_WYN_JF_6H,47,0,Unable to Process!
Pad Total (wayne):536
west/pad;WEST,0,45,Failed!,
west/wells/well_1;WEST_UNIT_1H,0,25,Failed!,
west/wells/well_2;NORTH_WEST_UNIT_2H,25,0,Unable to Process!
west/wells/well_3;WEST_UNIT_5H,0,25,Failed!,
west/wells/well_4;WEST_UNIT_7H,25,0,Unable to Process!
Pad Total (west):145
wheeling_valley/pad;WHEELING_VALLEY_WHL_BL,59,6,Needs work,
wheeling_valley/wells/well_1;WHEELING_VALLEY_W_WHL_BL_2H,29,2,Close,
wheeling_valley/wells/well_2;WHEELING_VALLEY_W_WHL_BL_4H,22,7,Needs work,
wheeling_valley/wells/well_3;WHEELING_VALLEY_E_WHL_BL_6H,25,7,Needs work,
Pad Total (wheeling_valley):177
wilma/pad;WILMA_WRN_JF,51,5,Needs work,
wilma/wells/well_1;WILMA_E_WRN_JF_5H,33,3,Close,
wilma/wells/well_2;WILMA_W_WRN_JF_3H,23,14,Needs work,
wilma/wells/well_3;WILMA_W_WRN_JF_1H,23,14,Needs work,
Pad Total (wilma):185
wise/pad;WISE_PLT_BL,51,71,Needs work,
wise/wells/well_1;WISE_SW_PLT_BL_2H,26,6,Needs work,
wise/wells/well_2;WISE_SW_PLT_BL_4H,20,13,Needs work,
wise/wells/well_3;WISE_SE_PLT_BL_6H,24,8,Needs work,
wise/wells/well_4;WISE_SE_PLT_BL_8H,20,12,Needs work,
wise/wells/well_5;WISE_NE_PLT_BL_7H,40,0,Unable to Process!
wise/wells/well_6;WISE_NE_PLT_BL_5H,41,0,Unable to Process!
wise/wells/well_7;WISE_NW_PLT_BL_3H,40,0,Unable to Process!
wise/wells/well_8;WISE_NW_PLT_BL_1H,40,0,Unable to Process!
Pad Total (wise):432
wright/pad;WRIGHT,32,0,Unable to Process!
wright/wells/well_1;WRIGHT_UNIT_B_3H,21,0,Unable to Process!
wright/wells/well_2;WRIGHT_UNIT_A_7H,21,0,Unable to Process!
wright/wells/well_3;WRIGHT_UNIT_A_5H,16,0,Unable to Process!
wright/wells/well_4;WRIGHT_UNIT_B_1H,16,0,Unable to Process!
Pad Total (wright):106
zeds/pad;ZEDS_MTP_JF,46,3,Close,
zeds/wells/well_1;HARR_E_MTP_JF_2H,34,4,Close,
zeds/wells/well_2;HARR_E_MTP_JF_4H,24,15,Needs work,
Pad Total (zeds):138
zimnox/pad;ZIMNOX_WEL_JF,57,4,Close,
zimnox/wells/well_1;ZIMNOX_SW_WEL_JF_2H,34,2,Close,
zimnox/wells/well_2;ZIMNOX_S_WEL_JF_4H,29,7,Needs work,
zimnox/wells/well_3;ZIMNOX_SE_WEL_JF_6H,29,7,Needs work,
zimnox/wells/well_4;ZIMNOX_E_WEL_JF_8H,29,7,Needs work,
